Timestamp,Event,Details
2026-05-25T17:38:22.852259117+02:00,GRID_EVENT,CRITICAL: Brak mocy w sieci i bateriach (Deficyt: 4.63 MW). Uruchamianie Load Shedding.
2026-05-25T17:38:22.852277882+02:00,GRID_EVENT,"Konsument Kowalski_Dom: Partial/LoadShed (Żądano: 12.50 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:22.852283741+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -5.28 jednostek w ciągu 1 GridStep
2026-05-25T17:38:22.852283967+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:22.952979913+02:00,GRID_EVENT,CRITICAL: Brak mocy w sieci i bateriach (Deficyt: 56.19 MW). Uruchamianie Load Shedding.
2026-05-25T17:38:22.952999917+02:00,GRID_EVENT,"Konsument Szpital_Miejski: Partial/LoadShed (Żądano: 10.00 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:22.953007304+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.79 jednostek w ciągu 1 GridStep
2026-05-25T17:38:22.953019466+02:00,GRID_EVENT,"Konsument Kowalski_Dom: Partial/LoadShed (Żądano: 12.50 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:22.953024956+02:00,GRID_EVENT,"Konsument Fabryka_Stali: Partial/LoadShed (Żądano: 36.00 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:23.052802304+02:00,GRID_EVENT,CRITICAL: Brak mocy w sieci i bateriach (Deficyt: 36.30 MW). Uruchamianie Load Shedding.
2026-05-25T17:38:23.052834766+02:00,GRID_EVENT,"Konsument Kowalski_Dom: Partial/LoadShed (Żądano: 12.50 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:23.052841851+02:00,GRID_EVENT,"Konsument Szpital_Miejski: Partial/LoadShed (Żądano: 10.00 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:23.05284249+02:00,GRID_EVENT,"Konsument Fabryka_Stali: Partial/LoadShed (Żądano: 20.00 MW, Otrzymano: 0.00 MW. Powód: LoadShed)"
2026-05-25T17:38:23.052847557+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.35 jednostek w ciągu 1 GridStep
2026-05-25T17:38:23.152238826+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.74 jednostek w ciągu 1 GridStep
2026-05-25T17:38:23.152247792+02:00,GRID_EVENT,Nadwyżka w sieci. Ładowanie ESS: +50.00 MW
2026-05-25T17:38:23.252390199+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.41 jednostek w ciągu 1 GridStep
2026-05-25T17:38:23.252400486+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.246211884+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.246228293+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 4.66 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.346071933+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.99 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.346080193+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.445816532+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.44590494+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -4.30 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.445906353+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:26.545653496+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.545670087+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -1.70 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.645361326+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.645391935+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.37 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.746026189+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.02 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.746033015+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.845684419+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:26.845720778+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 5.00 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.945411675+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 3.37 jednostek w ciągu 1 GridStep
2026-05-25T17:38:26.94541886+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.046225546+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.44 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.046233828+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.146041397+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.94 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.146048903+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.245649049+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -5.15 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.245651784+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:27.245658481+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.345405593+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -4.13 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.345407518+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:27.345414417+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.446075451+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -2.79 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.446077701+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:27.44610531+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.545705227+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.54 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.545733622+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.645237416+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -3.21 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.645239883+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:27.645247447+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.745894687+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.27 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.745901651+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.846228654+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.68 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.846235926+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:27.946045626+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -4.02 jednostek w ciągu 1 GridStep
2026-05-25T17:38:27.946047698+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:27.946054268+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.045469516+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.74 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.045477058+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.14607298+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 4.82 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.146082071+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.245757565+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.245832253+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.81 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.345339549+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 4.12 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.345346516+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.445730098+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.06 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.44575855+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.545480538+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -2.95 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.545482562+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:28.545489496+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.646056324+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 3.23 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.646064711+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.745906438+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 4.87 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.745913789+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.845625338+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.82 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.845632766+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:28.946140259+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.16 jednostek w ciągu 1 GridStep
2026-05-25T17:38:28.946147528+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.046128359+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -1.37 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.046135551+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.146170023+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.44 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.146226096+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.246143311+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.54 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.246167388+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.345971151+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.346009219+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.84 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.446049314+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.61 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.446056154+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.545995461+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.96 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.546002842+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.64579317+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.645812116+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.85 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.745614839+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.745638914+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -5.10 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.745640434+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:29.846214101+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.57 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.846222102+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:29.946033157+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -4.36 jednostek w ciągu 1 GridStep
2026-05-25T17:38:29.946035228+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:29.946041167+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.045482776+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 4.53 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.045490036+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.145408443+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -1.81 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.145415949+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.245398313+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.28 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.245406385+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.346019553+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.346039429+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.38 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.445660029+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.445701559+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -1.09 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.545527246+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.17 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.545548165+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.645238544+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.645292888+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.41 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.746060948+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.746077162+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.46 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.84565999+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.845665195+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.41 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.945352928+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:30.945385773+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -2.52 jednostek w ciągu 1 GridStep
2026-05-25T17:38:30.945386457+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:31.045919944+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.045936316+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 3.36 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.14568041+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.145699998+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -3.79 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.145700296+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:31.245347743+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.245365931+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -2.27 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.245366278+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:31.345763043+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.05 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.345771261+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.445573034+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.445624046+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.10 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.545224626+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.545242358+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -4.35 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.54524274+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:31.645946943+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.645970597+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -3.95 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.645972129+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:31.745501835+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.745530836+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.30 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.845978808+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.846012077+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 4.14 jednostek w ciągu 1 GridStep
2026-05-25T17:38:31.945589709+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:31.945660811+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 3.30 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.045232231+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.92 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.045240507+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.146144865+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.70 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.146167427+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.245836906+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -0.71 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.245881367+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.345457872+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -2.25 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.345460044+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:32.345467167+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.446210941+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.446248887+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 2.50 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.546054443+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.5460729+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o -2.75 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.546073272+02:00,GRID_EVENT,Ostrzeżenie: Prognozowany spadek OZE. Uruchamianie procedury rozgrzewania elektrowni węglowej.
2026-05-25T17:38:32.64588649+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.64591157+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.90 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.745769238+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.745786532+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.46 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.84573035+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 0.15 jednostek w ciągu 1 GridStep
2026-05-25T17:38:32.845737929+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.945514361+02:00,GRID_EVENT,"Nadwyżka w sieci, ESS pełny (100%). Ograniczanie mocy OZE (Curtailment)."
2026-05-25T17:38:32.945603762+02:00,GRID_EVENT,Prognoza: Prędkość wiatru zmieni się o 1.38 jednostek w ciągu 1 GridStep
